book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
9760,80750,80750,2710295,26,764223305,9780764223300.0,Beverly  Lewis,2002.0,The Covenant,"The Covenant (Abram's Daughters, #1)",,4.12,9408,10882,771,120,402,1977,3928,4455,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9761,40496,40496,2329482,81,141185856,9780141185860.0,Richard Llewellyn,1939.0,How Green Was My Valley,How Green Was My Valley,eng,4.16,10648,11777,1058,148,432,1935,4155,5107,https://images.gr-assets.com/books/1440708862m/40496.jpg,https://images.gr-assets.com/books/1440708862s/40496.jpg
9762,142108,142108,1055295,58,446677469,9780446677460.0,"Robert T. Kiyosaki, Sharon L. Lechter",2000.0,"Rich Dad's Guide to Investing: What the Rich Invest in, That the Poor and the Middle Class Do Not!",Rich Dad's Guide to Investing: What the Rich Invest in That the Poor and Middle Class Do Not!,,3.94,7950,8619,232,222,546,1929,2759,3163,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9763,5303373,5303373,5370813,23,312555113,9780312555120.0,Carol Lynch Williams,2009.0,The Chosen One,The Chosen One,eng,3.85,12865,13426,2166,290,902,3243,5073,3918,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9764,109510,109510,1807840,58,553283936,9780553283940.0,Frederick Forsyth,1989.0,The Negotiator,The Negotiator,eng,3.95,8683,9227,168,69,331,2269,3918,2640,https://images.gr-assets.com/books/1320493289m/109510.jpg,https://images.gr-assets.com/books/1320493289s/109510.jpg
9765,68985,68985,66847,29,743226755,9780743226750.0,"Jim Loehr, Tony Schwartz",2003.0,"The Power of Full Engagement: Managing Energy, Not Time, Is the Key to High Performance and Personal Renewal","The Power of Full Engagement: Managing Energy, Not Time, Is the Key to High Performance and Personal Renewal",eng,4.03,8437,9136,446,162,445,1908,3092,3529,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9766,19400,19400,3209631,281,375758119,9780375758120.0,"Edward Gibbon, Daniel J. Boorstin, Gian Battista Piranesi, Hans-Friedrich Mueller",1776.0,The History of the Decline and Fall of the Roman Empire,The Decline and Fall of the Roman Empire,eng,3.96,8182,9750,382,217,520,2141,3405,3467,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9767,608601,608601,1361097,18,140504419,9780140504420.0,"Donald Hall, Barbara Cooney",1979.0,Ox-Cart Man,Ox-Cart Man (Picture Puffin),eng,4.03,12019,12191,397,295,723,2555,3416,5202,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9768,52318,52318,1330000,20,446676977,9780446676980.0,Octavia E. Butler,1980.0,"Wild Seed (Patternmaster, #1)","Wild Seed (Patternmaster, #1)",eng,4.22,9711,11000,1003,81,301,1605,4150,4863,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9769,11410104,11410104,16342920,16,144244228X,9781442442280.0,Jenny Han,2009.0,The summer I turned pretty,The Summer I Turned Pretty Trilogy: The Summer I Turned Pretty; It's Not Summer Without You; We'll Always Have Summer,eng,4.46,9308,10084,652,101,259,922,2423,6379,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9770,10088913,10088913,14985850,3,,9789776297060.0,حسن الجندي,2009.0,مخطوطة بن إسحاق: مدينة الموتى,مخطوطة بن إسحاق: مدينة الموتى,ara,3.76,8103,8562,952,350,776,2051,2760,2625,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9771,23014603,23014603,42580742,24,1250034582,9781250034590.0,Chevy Stevens,2015.0,,Those Girls,,3.85,10253,11885,1695,291,875,2752,4366,3601,https://images.gr-assets.com/books/1462090625m/23014603.jpg,https://images.gr-assets.com/books/1462090625s/23014603.jpg
9772,15764,15764,838459,48,345472454,9780345472460.0,Anne Tyler,2004.0,The Amateur Marriage,The Amateur Marriage,,3.59,11527,12705,1072,188,1072,4431,5070,1944,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9773,325416,325416,518536,190,60776005,9780060776010.0,"Hugh Lofting, Michael Hague",1922.0,The Voyages of Doctor Dolittle,"The Voyages of Doctor Dolittle (Doctor Dolittle, #2)",,4.0,11534,12997,460,154,618,3134,4318,4773,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9774,8113344,8113344,12908561,29,7325983,9780007325990.0,Derek Landy,2010.0,Mortal Coil,"Mortal Coil (Skulduggery Pleasant, #5)",eng,4.48,10972,12063,494,49,133,1069,3544,7268,https://images.gr-assets.com/books/1442456495m/8113344.jpg,https://images.gr-assets.com/books/1442456495s/8113344.jpg
9775,6954438,6954438,7189635,8,1401226965,9781401226960.0,"Jeff Lemire, José Villarrubia, Carlos M. Mangual",2010.0,"Sweet Tooth, Volume 1: Out of the Deep Woods","Sweet Tooth, Volume 1: Out of the Deep Woods",eng,3.9,11306,11441,756,305,661,2479,4414,3582,https://images.gr-assets.com/books/1406510539m/6954438.jpg,https://images.gr-assets.com/books/1406510539s/6954438.jpg
9776,19286674,19286674,27334873,13,1250045649,9781250045640.0,Darynda Jones,2014.0,,"Seventh Grave and No Body (Charley Davidson, #7)",eng,4.4,13598,16461,1515,53,200,1722,5652,8834,https://images.gr-assets.com/books/1394039455m/19286674.jpg,https://images.gr-assets.com/books/1394039455s/19286674.jpg
9777,8428984,8428985,13292213,10,,,Hugh Howey,2010.0,,Half Way Home,en-GB,3.7,5012,10231,787,161,799,3139,3942,2190,https://images.gr-assets.com/books/1374845830m/8428984.jpg,https://images.gr-assets.com/books/1374845830s/8428984.jpg
9778,158446,158446,2125579,269,1406800163,9781406800170.0,Rafael Sabatini,1922.0,Captain Blood: His Odyssey,Captain Blood,eng,4.16,9714,11354,629,109,348,2034,3975,4888,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9779,43739,43739,1389158,33,785122583,9780785122590.0,"Warren Ellis, Adi Granov",2004.0,Iron Man: Extremis,Iron Man: Extremis,eng,4.08,9338,10214,331,132,442,2052,3461,4127,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9780,1335019,1335019,1324548,44,575081562,9780575081570.0,"H.P. Lovecraft, Les Edwards, Stephen Jones",1930.0,The Necronomicon,Necronomicon: The Best Weird Tales,en-GB,4.29,8344,9520,409,124,280,1243,2959,4914,https://images.gr-assets.com/books/1264059645m/1335019.jpg,https://images.gr-assets.com/books/1264059645s/1335019.jpg
9781,6081686,6081686,6258393,15,142781404X,9781427814040.0,Hiro Fujiwara,2007.0,会長はメイド様! 2,Maid-sama! Vol. 02 (Maid-sama! #2),eng,4.53,9843,10514,123,60,186,992,2175,7101,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9782,13431827,13431827,18926221,22,,,D.J. Molles,2012.0,,"The Remaining (The Remaining, #1)",eng,4.08,8306,9292,686,134,423,1655,3426,3654,https://images.gr-assets.com/books/1343344146m/13431827.jpg,https://images.gr-assets.com/books/1343344146s/13431827.jpg
9783,17671913,17671913,24171337,17,1401242340,9781401242340.0,"Scott Snyder, Greg Capullo, Jonathan Glapion",2013.0,"Batman, Volume 3: Death of the Family","Batman, Volume 3: Death of the Family",eng,4.33,8229,10619,839,88,271,1223,3484,5553,https://images.gr-assets.com/books/1376507913m/17671913.jpg,https://images.gr-assets.com/books/1376507913s/17671913.jpg
9784,26599,26599,1247207,3,871401541,9780871401540.0,"E.E. Cummings, Richard S. Kennedy",1994.0,Selected Poems,Selected Poems,eng,4.22,11174,11278,234,151,344,1740,3688,5355,https://images.gr-assets.com/books/1320891958m/26599.jpg,https://images.gr-assets.com/books/1320891958s/26599.jpg
9785,2133827,2133827,2139309,72,2081208164,9782081208160.0,Mathias Malzieu,2007.0,La Mécanique du cœur,La Mécanique du cœur,fre,3.6,5497,13236,1531,537,1540,3787,4163,3209,https://images.gr-assets.com/books/1327407179m/2133827.jpg,https://images.gr-assets.com/books/1327407179s/2133827.jpg
9786,13035050,13035050,18198649,27,778313468,9780778313460.0,Diane Chamberlain,2012.0,The Good Father,The Good Father,eng,3.94,10068,11400,1131,103,422,2715,4947,3213,https://images.gr-assets.com/books/1328218551m/13035050.jpg,https://images.gr-assets.com/books/1328218551s/13035050.jpg
9787,18271235,20385637,25734842,12,1476738963,9781476738960.0,Laura  McBride,2014.0,We Are Called to Rise,We Are Called to Rise,eng,3.94,5687,9458,1555,100,389,2094,4241,2634,https://images.gr-assets.com/books/1403347563m/18271235.jpg,https://images.gr-assets.com/books/1403347563s/18271235.jpg
9788,23399022,23399022,42955411,21,525427651,9780525427650.0,"Amanda Berry, Gina DeJesus, Mary Jordan, Kevin Sullivan",2015.0,Hope,Hope: A Memoir of Survival in Cleveland,eng,4.27,3799,9102,927,101,195,1180,3301,4325,https://images.gr-assets.com/books/1421708177m/23399022.jpg,https://images.gr-assets.com/books/1421708177s/23399022.jpg
9789,818372,818372,1689755,52,553277405,9780553277400.0,Clive Cussler,1981.0,Night Probe!,"Night Probe! (Dirk Pitt, #6)",eng,3.89,10705,11306,226,64,419,3261,4487,3075,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9790,214579,214579,91360,17,553379011,9780553379010.0,Daniel Quinn,1996.0,The Story of B: An Adventure of the Mind and Spirit,The Story of B: An Adventure of the Mind and Spirit,eng,4.11,7730,8088,450,116,380,1454,2694,3444,https://images.gr-assets.com/books/1403169485m/214579.jpg,https://images.gr-assets.com/books/1403169485s/214579.jpg
9791,23569783,23569783,43168213,11,1501105434,9781501105430.0,Elisabeth Egan,2015.0,A Window Opens,A Window Opens,eng,3.53,8544,9610,1400,220,907,3464,3597,1422,https://images.gr-assets.com/books/1440378428m/23569783.jpg,https://images.gr-assets.com/books/1440378428s/23569783.jpg
9792,23012475,23012475,42578930,24,385539584,9780385539590.0,"Lucy Sykes, Jo Piazza",2015.0,,The Knockoff,,3.63,7861,9832,1341,281,821,3033,3856,1841,https://images.gr-assets.com/books/1415582468m/23012475.jpg,https://images.gr-assets.com/books/1415582468s/23012475.jpg
9793,15677,15677,1187279,77,393321983,9780393321980.0,Patricia Highsmith,1950.0,Strangers on a Train,Strangers on a Train,eng,3.82,9788,11500,1055,195,720,2843,4922,2820,https://images.gr-assets.com/books/1331234879m/15677.jpg,https://images.gr-assets.com/books/1331234879s/15677.jpg
9794,74462,74462,1344971,54,7154615,9780007154620.0,Carol Shields,2002.0,Unless,Unless,eng,3.63,9822,11014,915,402,1074,3133,3984,2421,https://images.gr-assets.com/books/1327970989m/74462.jpg,https://images.gr-assets.com/books/1327970989s/74462.jpg
9795,267869,267869,259684,34,778324109,9780778324100.0,Deanna Raybourn,2006.0,Silent in the Grave,"Silent in the Grave (Lady Julia Grey, #1)",eng,3.91,13731,15847,1839,313,770,3505,6622,4637,https://images.gr-assets.com/books/1483424891m/267869.jpg,https://images.gr-assets.com/books/1483424891s/267869.jpg
9796,201145,201145,2563528,25,64440508,9780064440510.0,"Else Holmelund Minarik, Maurice Sendak",1968.0,A Kiss for Little Bear,"A Kiss for Little Bear (An I Can Read Book) by Minarik, Else Holmelund [1984]",,4.31,11063,11604,126,87,284,1898,3053,6282,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9797,18342283,18342283,25897610,31,399160477,9780399160480.0,"Tom Clancy, Mark Greaney",2013.0,Command Authority,"Command Authority (Jack Ryan Universe, #16)",eng,4.08,6805,10290,769,100,314,1828,4457,3591,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9798,271264,271264,262983,25,1591164435,9781591164430.0,Tite Kubo,2002.0,BLEACH―ブリーチ―　3,"Bleach, Volume 03",eng,4.31,11365,11555,172,103,317,1723,3207,6205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9799,21418017,21418017,40721190,9,,,Diana Gabaldon,2013.0,,"The Space Between (Outlander, #7.5)",eng,4.22,10814,11115,624,75,296,1816,3827,5101,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9800,209631,209631,617184,5,735814864,9780735814870.0,"Loek Koopmans, Charles Perrault, Anthea Bell",1812.0,Cinderella,Cinderella,eng,4.22,9836,9842,169,110,356,1861,2428,5087,https://images.gr-assets.com/books/1393792231m/209631.jpg,https://images.gr-assets.com/books/1393792231s/209631.jpg
9801,82817,82817,3032953,58,,9789875661610.0,Danielle Steel,1988.0,Zoya,Zoya,,3.95,10358,11222,350,155,616,2823,3643,3985,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9802,15766776,15766776,21471584,11,307977935,9780307977940.0,Liesl Shurtliff,2013.0,,Rump: The True Story of Rumpelstiltskin,eng,4.04,11376,12005,1559,229,534,2372,4273,4597,https://images.gr-assets.com/books/1343071412m/15766776.jpg,https://images.gr-assets.com/books/1343071412s/15766776.jpg
9803,201138,201138,2876768,13,394865707,9780394865710.0,"Stan Berenstain, Jan Berenstain",1984.0,The Berenstain Bears and Too Much TV,The Berenstain Bears and Too Much TV,eng,4.0,11036,11242,126,243,669,2671,2952,4707,https://images.gr-assets.com/books/1457297865m/201138.jpg,https://images.gr-assets.com/books/1457297865s/201138.jpg
9804,7027569,7027569,7275140,40,230711251,9780230711260.0,C.J. Sansom,2010.0,Heartstone,"Heartstone (Matthew Shardlake, #5)",eng,4.31,8297,10834,799,26,152,1317,4275,5064,https://images.gr-assets.com/books/1272182205m/7027569.jpg,https://images.gr-assets.com/books/1272182205s/7027569.jpg
9805,420734,420734,1784677,38,671027581,9780671027580.0,Linda Howard,2001.0,Open Season,Open Season,eng,4.01,14653,15580,705,156,588,3505,6043,5288,https://images.gr-assets.com/books/1324869940m/420734.jpg,https://images.gr-assets.com/books/1324869940s/420734.jpg
9806,6801614,6801614,7008132,18,1421534541,9781421534540.0,Eiichirō Oda,2005.0,ONE PIECE 38,"One Piece, Volume 38: Rocketman!! (One Piece, #38)",,4.63,8441,8706,34,61,112,589,1435,6509,https://images.gr-assets.com/books/1397155647m/6801614.jpg,https://images.gr-assets.com/books/1397155647s/6801614.jpg
9807,21981841,21981841,41292505,12,1518783872,9781518783880.0,"Penelope Douglas, Jeremy York, Tatiana Sokolov",2015.0,,"Corrupt (Devil's Night, #1)",en-CA,4.04,13760,16686,2575,693,1035,2633,4958,7367,https://images.gr-assets.com/books/1398947518m/21981841.jpg,https://images.gr-assets.com/books/1398947518s/21981841.jpg
9808,1098486,1098486,1085345,17,140130138X,9781401301380.0,Elyn R. Saks,2007.0,The Center Cannot Hold,The Center Cannot Hold: My Journey Through Madness,eng,4.22,7533,8974,883,93,286,1282,3168,4145,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9809,25614984,25614984,45694823,45,1607749726,9781607749720.0,Marie Kondō,2016.0,,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,eng,3.82,10483,12796,1632,200,926,3476,4616,3578,https://images.gr-assets.com/books/1435598787m/25614984.jpg,https://images.gr-assets.com/books/1435598787s/25614984.jpg
9810,109509,109509,3003265,72,399153942,9780399153940.0,Frederick Forsyth,2006.0,The Afghan,The Afghan,eng,3.64,7792,9012,503,184,767,2931,3389,1741,https://images.gr-assets.com/books/1309198395m/109509.jpg,https://images.gr-assets.com/books/1309198395s/109509.jpg
9811,10518110,10518110,15424160,15,62101315,9780062101310.0,"Lynsay Sands, Jeaniene Frost",2011.0,The Bite Before Christmas,"The Bite Before Christmas (Argeneau, #15.5; Night Huntress, #6.5)",eng,4.16,14209,15449,839,114,471,2937,5162,6765,https://images.gr-assets.com/books/1328313295m/10518110.jpg,https://images.gr-assets.com/books/1328313295s/10518110.jpg
9812,311196,311196,2128291,44,99465647,9780099465640.0,Georgette Heyer,1965.0,Frederica,Frederica,eng,4.15,12198,13926,1119,127,391,2365,5430,5613,https://images.gr-assets.com/books/1395082866m/311196.jpg,https://images.gr-assets.com/books/1395082866s/311196.jpg
9813,97408,97408,93897,12,1571316515,9781571316520.0,Natasha Friend,2004.0,Perfect,Perfect,eng,3.77,11497,11648,1106,232,961,3362,3746,3347,https://images.gr-assets.com/books/1328750860m/97408.jpg,https://images.gr-assets.com/books/1328750860s/97408.jpg
9814,513207,513207,501182,22,055329802X,9780553298020.0,Kevin J. Anderson,1994.0,"Star Wars: The Jedi Academy Trilogy, Volume III - Champions of the Force","Champions of the Force (Star Wars: The Jedi Academy Trilogy, #3)",eng,3.67,10605,10910,131,238,922,3586,3647,2517,https://images.gr-assets.com/books/1327008722m/513207.jpg,https://images.gr-assets.com/books/1327008722s/513207.jpg
9815,5103512,5103512,5170276,5,307460444,9780307460450.0,Martha Stewart,2009.0,Martha Stewart's Cupcakes: 175 Inspired Ideas for Everyone's Favorite Treats,Martha Stewart's Cupcakes: 175 Inspired Ideas for Everyone's Favorite Treat,,4.11,8317,8336,111,229,369,1493,2404,3841,https://images.gr-assets.com/books/1320443899m/5103512.jpg,https://images.gr-assets.com/books/1320443899s/5103512.jpg
9816,30364931,30364931,50875566,7,,,Penelope Ward,2016.0,,Neighbor Dearest,,4.23,10891,13808,1655,148,438,1925,4879,6418,https://images.gr-assets.com/books/1467960990m/30364931.jpg,https://images.gr-assets.com/books/1467960990s/30364931.jpg
9817,1422250,1422250,2968948,22,61229695,9780061229700.0,Lynsay Sands,2008.0,Vampires are Forever,Vampires are Forever (Argeneau #8),en-US,4.25,15403,16305,378,61,380,2697,5372,7795,https://images.gr-assets.com/books/1351280934m/1422250.jpg,https://images.gr-assets.com/books/1351280934s/1422250.jpg
9818,1350249,1350249,40728295,48,717283534,9780717283540.0,Justine Korman Fontes,1994.0,,The Lion King (Disney's Wonderful World of Reading),eng,4.48,9247,9340,34,93,212,1121,1627,6287,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9819,335397,335397,325869,343,1402179626,9781402179620.0,Richard Henry Dana Jr.,1840.0,Two Years Before the Mast,Two Years Before the Mast: A Sailor's Life at Sea,eng,3.96,8492,10179,515,203,487,2354,3598,3537,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9820,7078265,7078265,7332789,30,312380755,9780312380760.0,Lisa Scottoline,2010.0,Think Twice,"Think Twice (Rosato & Associates, #11)",en-US,3.62,10211,11534,1215,398,1093,3479,4077,2487,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9821,245700,245700,238058,4,974461229,9780974461230.0,"Amy Brown, Charles  de Lint",2003.0,The Art of Amy Brown,The Art of Amy Brown,,4.04,8637,8721,43,299,538,1718,2117,4049,https://images.gr-assets.com/books/1328765892m/245700.jpg,https://images.gr-assets.com/books/1328765892s/245700.jpg
9822,716944,716944,2961469,51,744592704,9780744592700.0,"Martin Waddell, Patrick Benson",1975.0,Owl Babies,Owl Babies,en-GB,4.19,11299,11904,561,126,449,2193,3355,5781,https://images.gr-assets.com/books/1408930554m/716944.jpg,https://images.gr-assets.com/books/1408930554s/716944.jpg
9823,22749750,22749750,42295144,12,544303164,9780544303160.0,Angela Flournoy,2015.0,The Turner House,The Turner House,eng,3.64,8645,10660,1493,180,755,3453,4627,1645,https://images.gr-assets.com/books/1408469614m/22749750.jpg,https://images.gr-assets.com/books/1408469614s/22749750.jpg
9824,359463,359463,349585,28,1414310552,9781414310560.0,Dee Henderson,1999.0,Danger in the Shadows,Danger in the Shadows (O'Malley #0.5),eng,4.33,10333,11527,628,73,306,1483,3508,6157,https://images.gr-assets.com/books/1406507237m/359463.jpg,https://images.gr-assets.com/books/1406507237s/359463.jpg
9825,17257484,17257484,23851721,13,,,Samantha Towle,2013.0,Trouble,Trouble,eng,4.0,13959,17036,1335,243,778,3446,6753,5816,https://images.gr-assets.com/books/1363602953m/17257484.jpg,https://images.gr-assets.com/books/1363602953s/17257484.jpg
9826,67863,67863,65810,10,875420281,9780875420290.0,"Ted Andrews, Winston Allen, Margaret K. Andrews",1996.0,Animal Speak: The Spiritual & Magical Powers of Creatures Great & Small,Animal-Speak: The Spiritual & Magical Powers of Creatures Great & Small,eng,4.25,8581,8750,196,114,281,1338,2559,4458,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9827,5981415,5981415,3676745,8,778326438,9780778326430.0,Debbie Macomber,2009.0,Summer On Blossom Street (Blossom Street #6),"Summer on Blossom Street (Blossom Street, #6)",eng,4.19,10681,11667,632,52,248,2092,4300,4975,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9828,34295,34295,12911598,57,307265781,9780307265780.0,Maeve Binchy,2006.0,Whitethorn Woods,Whitethorn Woods,eng,3.59,10409,11652,1103,180,1040,4215,4210,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9829,13151637,13151637,18329688,2,,,محمد صادق,2010.0,"رواية "" طه الغريب """,طه الغريب,ara,3.67,7662,7735,964,577,886,1626,2098,2548,https://images.gr-assets.com/books/1421427887m/13151637.jpg,https://images.gr-assets.com/books/1421427887s/13151637.jpg
9830,96702,96702,1673024,20,802142109,9780802142110.0,Stephanie Kallos,2004.0,Broken for You,Broken for You,eng,3.8,10014,10434,1537,210,771,2689,4037,2727,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9831,12413949,12413949,17395689,11,1401324541,9781401324540.0,Babe Walker,2012.0,,White Girl Problems,en-GB,3.73,8242,9373,1023,467,954,2185,2784,2983,https://images.gr-assets.com/books/1332504951m/12413949.jpg,https://images.gr-assets.com/books/1332504951s/12413949.jpg
9832,130260,130260,925576,72,440236169,9780440236160.0,Mo Hayder,1999.0,Birdman,"Birdman (Jack Caffery, #1)",,3.88,9726,12143,1204,250,688,2830,4934,3441,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9833,10111087,10111087,15008549,23,525952241,9780525952240.0,Mark    Adams,2011.0,,Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time,en-US,3.8,8650,10231,1234,170,535,2778,4400,2348,https://images.gr-assets.com/books/1311704972m/10111087.jpg,https://images.gr-assets.com/books/1311704972s/10111087.jpg
9834,25014,25014,1413457,27,60931809,9780060931800.0,Simon Winchester,2001.0,The Map That Changed the World: William Smith and the Birth of Modern Geology,The Map That Changed the World,eng,3.81,9131,9788,515,158,597,2684,3817,2532,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9835,72855,72855,845657,21,553582798,9780553582800.0,Sara Donati,2002.0,Lake in the Clouds,"Lake in the Clouds (Wilderness, #3)",eng,4.31,9223,10182,329,43,128,1239,3962,4810,https://images.gr-assets.com/books/1367533032m/72855.jpg,https://images.gr-assets.com/books/1367533032s/72855.jpg
9836,25711641,25711641,45363962,9,,,T.M. Frazier,2015.0,,"Tyrant (King, #2)",eng,4.39,18258,18767,2218,178,434,2009,5479,10667,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9837,18079719,18079719,19209831,24,525426035,9780525426040.0,Andrew  Smith,2014.0,Grasshopper Jungle,Grasshopper Jungle,eng,3.66,11890,13077,2898,752,1360,3093,4229,3643,https://images.gr-assets.com/books/1373059909m/18079719.jpg,https://images.gr-assets.com/books/1373059909s/18079719.jpg
9838,65633,65633,63667,5,60827874,9780060827880.0,"Perry Moore, Andrew Adamson, C.S. Lewis",2005.0,"The Chronicles of Narnia - The Lion, the Witch, and the Wardrobe Official Illustrated Movie Companion","The Chronicles of Narnia - The Lion, the Witch, and the Wardrobe Official Illustrated Movie Companion",en-US,4.48,7328,7353,66,44,84,780,1815,4630,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
